FlightNumber,PayloadMass,Orbit,LaunchSite,Flights,GridFins,Reused,Legs,LandingPad,Block,ReusedCount,Serial,category_ES-L1,category_GEO,category_GTO,category_HEO,category_ISS,category_LEO,category_MEO,category_PO,category_SO,category_SSO,category_VLEO,category_CCSFS SLC 40,category_KSC LC 39A,category_VAFB SLC 4E,category_5e9e3032383ecb267a34e7c7,category_5e9e3032383ecb554034e7c9,category_5e9e3032383ecb6bb234e7ca,category_5e9e3032383ecb761634e7cb,category_5e9e3033383ecbb9e534e7cc,category_B0003,category_B0005,category_B0007,category_B1003,category_B1004,category_B1005,category_B1006,category_B1007,category_B1008,category_B1010,category_B1011,category_B1012,category_B1013,category_B1015,category_B1016,category_B1017,category_B1018,category_B1019,category_B1020,category_B1021,category_B1022,category_B1023,category_B1025,category_B1026,category_B1028,category_B1029,category_B1030,category_B1031,category_B1032,category_B1034,category_B1035,category_B1036,category_B1037,category_B1038,category_B1039,category_B1040,category_B1041,category_B1042,category_B1043,category_B1044,category_B1045,category_B1046,category_B1047,category_B1048,category_B1049,category_B1050,category_B1051,category_B1054,category_B1056,category_B1058,category_B1059,category_B1060,category_B1062
64.0,2482.0,ISS,CCSFS SLC 40,1.0,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,3.0,B1056,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
65.0,13200.0,VLEO,CCSFS SLC 40,3.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9.0,B1049,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
66.0,1425.0,SSO,VAFB SLC 4E,2.0,True,True,True,5e9e3032383ecb554034e7c9,5.0,12.0,B1051,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
67.0,2227.7,ISS,CCSFS SLC 40,2.0,True,True,True,5e9e3032383ecb267a34e7c7,5.0,3.0,B1056,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
68.0,6500.0,GTO,CCSFS SLC 40,3.0,False,True,False,,5.0,2.0,B1047,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
69.0,15600.0,VLEO,CCSFS SLC 40,4.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,4.0,B1048,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
70.0,5000.0,ISS,CCSFS SLC 40,1.0,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,5.0,B1059,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
71.0,6800.0,GTO,CCSFS SLC 40,3.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,3.0,B1056,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
72.0,15600.0,VLEO,CCSFS SLC 40,4.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9.0,B1049,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
73.0,6123.547647058824,SO,KSC LC 39A,4.0,False,True,False,,5.0,3.0,B1046,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
74.0,15600.0,VLEO,CCSFS SLC 40,3.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12.0,B1051,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
75.0,15600.0,VLEO,CCSFS SLC 40,4.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,3.0,B1056,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
76.0,1977.0,ISS,CCSFS SLC 40,2.0,True,True,True,5e9e3032383ecb267a34e7c7,5.0,5.0,B1059,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
77.0,15600.0,VLEO,KSC LC 39A,5.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,4.0,B1048,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
78.0,15600.0,VLEO,KSC LC 39A,4.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12.0,B1051,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
79.0,9525.0,ISS,KSC LC 39A,1.0,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,13.0,B1058,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
80.0,15600.0,VLEO,CCSFS SLC 40,5.0,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,9.0,B1049,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
81.0,15600.0,VLEO,CCSFS SLC 40,3.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,5.0,B1059,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
82.0,3880.0,MEO,CCSFS SLC 40,1.0,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,12.0,B1060,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
83.0,6123.547647058824,GEO,CCSFS SLC 40,2.0,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,13.0,B1058,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
84.0,15600.0,VLEO,CCSFS SLC 40,6.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9.0,B1049,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
85.0,1600.0,SSO,CCSFS SLC 40,4.0,True,True,True,5e9e3032383ecb267a34e7c7,5.0,5.0,B1059,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
86.0,15600.0,VLEO,KSC LC 39A,2.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12.0,B1060,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
87.0,15600.0,VLEO,KSC LC 39A,3.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,13.0,B1058,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
88.0,15600.0,VLEO,KSC LC 39A,6.0,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12.0,B1051,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
89.0,15600.0,VLEO,CCSFS SLC 40,3.0,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12.0,B1060,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
90.0,3681.0,MEO,CCSFS SLC 40,1.0,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,8.0,B1062,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
